edad,salario_anterior,dependientes,estatura,primer_salario,siguiente_salario
47.0,37010.0,3.0,1.5723977127490323,4859.0,48798.0
37.0,42527.0,3.0,1.524697421719241,4047.0,51930.0
42.0,35607.0,4.0,1.421035504299589,5225.0,55036.0
40.0,31240.0,1.0,1.7387951800146675,4451.0,27641.0
43.0,10184.0,3.0,1.4616956791602689,5580.0,32314.0
44.0,27022.0,2.0,1.5910539475664085,3961.0,29772.0
45.0,26078.0,2.0,1.642167922832248,6922.0,36563.0
47.0,36400.0,3.0,1.472568962647796,5720.0,50462.0
44.0,27885.0,3.0,1.6078627152849814,6920.0,48696.0
48.0,33562.0,3.0,1.6062767518374272,6123.0,55162.0
33.0,32904.0,2.0,1.6817587531336688,6118.0,36555.0
40.0,25265.0,3.0,1.5644291566002912,5489.0,42898.0
38.0,27253.0,1.0,1.6105882471792161,3598.0,23662.0
39.0,31938.0,3.0,1.5137385467548443,4874.0,48270.0
40.0,36161.0,3.0,1.4725698457058312,6644.0,50885.0
38.0,21942.0,2.0,1.5324131364788562,4421.0,27398.0
41.0,28734.0,3.0,1.5990399271821631,5050.0,46621.0
47.0,38002.0,4.0,1.4193097900908274,4538.0,55412.0
47.0,30449.0,2.0,1.5934508977324484,4855.0,37507.0
37.0,32081.0,2.0,1.583085861142139,5118.0,40524.0
36.0,25729.0,2.0,1.5457703638918754,5263.0,32713.0
39.0,29900.0,4.0,1.5977076833935282,6271.0,55338.0
34.0,29149.0,3.0,1.6236614641912073,4760.0,44402.0
30.0,31589.0,3.0,1.5467300151187755,4929.0,43499.0
44.0,27559.0,2.0,1.6021033723773508,2278.0,27189.0
44.0,32912.0,2.0,1.577907358863822,6868.0,46347.0
40.0,25983.0,4.0,1.545437232258212,5724.0,52258.0
40.0,36405.0,3.0,1.5384200806784452,5061.0,46667.0
47.0,31442.0,3.0,1.5760915825775565,4897.0,47321.0
51.0,20775.0,4.0,1.5776605899128275,4810.0,46898.0
24.0,38562.0,3.0,1.613454211964279,4826.0,47229.0
55.0,28270.0,3.0,1.5358479450707418,7159.0,51891.0
31.0,29534.0,2.0,1.5707827050360377,7362.0,38805.0
46.0,37463.0,2.0,1.6156260851748123,5527.0,43568.0
35.0,34192.0,2.0,1.4567626970759513,6444.0,46918.0
33.0,24659.0,3.0,1.654665263634148,6342.0,43809.0
33.0,17542.0,3.0,1.508111042838463,3567.0,29957.0
33.0,37819.0,2.0,1.583244436967826,4517.0,42399.0
29.0,32415.0,3.0,1.4954036402786677,5669.0,45174.0
42.0,23887.0,3.0,1.5647310491599313,6165.0,40128.0
43.0,35275.0,3.0,1.479408928634571,4251.0,42991.0
31.0,28494.0,1.0,1.6548562641525486,2335.0,14973.0
49.0,18222.0,2.0,1.5438560222051105,6380.0,33079.0
38.0,37483.0,2.0,1.5533233231262278,5571.0,45574.0
25.0,24467.0,4.0,1.6086515401877939,7144.0,50860.0
42.0,37258.0,4.0,1.4857554224336014,6439.0,58853.0
33.0,29533.0,2.0,1.562808120956044,7275.0,45125.0
55.0,25859.0,3.0,1.5971304847111882,5346.0,43819.0
41.0,27333.0,3.0,1.6049056306372074,3288.0,35624.0
38.0,44453.0,2.0,1.4413617063962927,6469.0,54739.0
49.0,27678.0,2.0,1.6611777777066585,7205.0,46747.0
47.0,32360.0,2.0,1.5677300659622948,8075.0,51762.0
43.0,27541.0,3.0,1.5786167507273854,4975.0,45289.0
39.0,32719.0,3.0,1.5671855420303569,4217.0,44389.0
45.0,24884.0,4.0,1.4842304373974178,3348.0,40538.0
44.0,18587.0,2.0,1.622723608263628,5554.0,31091.0
44.0,25456.0,3.0,1.4984251427339994,5987.0,41518.0
45.0,34922.0,4.0,1.3794070513325243,5365.0,60913.0
45.0,33896.0,3.0,1.6027509927077723,5097.0,46488.0
35.0,30154.0,2.0,1.3624314596530662,4976.0,37147.0
37.0,35434.0,4.0,1.5250867661052052,4573.0,51257.0
32.0,23072.0,3.0,1.4730784475616319,3725.0,36397.0
39.0,33339.0,2.0,1.4863675220926575,6011.0,38746.0
33.0,31500.0,2.0,1.5109887983142019,4453.0,31344.0
38.0,24950.0,3.0,1.5160434162053251,2093.0,28160.0
55.0,32444.0,2.0,1.323362244872605,5352.0,41077.0
38.0,32048.0,4.0,1.516389098915455,5935.0,55172.0
40.0,34746.0,3.0,1.647571816509338,3351.0,42548.0
36.0,31394.0,2.0,1.5039275711069882,3700.0,32350.0
46.0,35786.0,4.0,1.4832095437911725,7116.0,63208.0
47.0,37255.0,3.0,1.4952417988622937,4884.0,48274.0
49.0,35365.0,2.0,1.653126393508575,3150.0,33141.0
40.0,27062.0,3.0,1.4866719659336465,3761.0,36549.0
47.0,43508.0,3.0,1.5040352609816776,5597.0,58936.0
31.0,33635.0,3.0,1.5307448429794912,4420.0,41416.0
38.0,35354.0,3.0,1.536506922442352,6563.0,51135.0
43.0,34587.0,2.0,1.5667541059929952,3670.0,37451.0
45.0,26329.0,3.0,1.5185193308634748,4115.0,37932.0
61.0,28834.0,3.0,1.5041335587527973,4693.0,42598.0
23.0,25119.0,3.0,1.506128356191126,6425.0,37874.0
39.0,41289.0,2.0,1.427846242582731,5449.0,48477.0
50.0,36586.0,3.0,1.577464271176767,6002.0,52413.0
38.0,31104.0,5.0,1.487969784828784,6632.0,65921.0
46.0,27099.0,2.0,1.4352230863155595,5340.0,38517.0
32.0,28988.0,3.0,1.5341542932666243,5847.0,46232.0
47.0,30001.0,3.0,1.5732460307597445,5750.0,49188.0
29.0,20808.0,2.0,1.549682196297668,4323.0,23051.0
54.0,25498.0,3.0,1.479171564557305,4801.0,39657.0
42.0,26657.0,3.0,1.525507765245851,4184.0,39485.0
40.0,39273.0,2.0,1.3794305323959324,4418.0,44354.0
36.0,25290.0,3.0,1.4560865791736426,5238.0,37904.0
47.0,27868.0,3.0,1.6865291530959876,4376.0,42819.0
37.0,29739.0,3.0,1.423055408209809,5862.0,46141.0
42.0,32861.0,3.0,1.592113241865571,6969.0,51810.0
49.0,31699.0,4.0,1.4747746113034506,4236.0,53990.0
43.0,30893.0,3.0,1.5524781969228554,6468.0,52892.0
40.0,31177.0,2.0,1.5227897944316393,6868.0,46904.0
35.0,31193.0,2.0,1.5912747070016744,6262.0,40575.0
49.0,31490.0,1.0,1.7003828729744122,6137.0,33629.0
30.0,35039.0,3.0,1.5083872416465782,4275.0,45566.0
42.0,37590.0,3.0,1.5922427346143484,6269.0,56838.0
35.0,29697.0,3.0,1.6288494339288166,5291.0,42007.0
41.0,39421.0,3.0,1.4623684381414648,3726.0,48427.0
43.0,27754.0,4.0,1.5430854818336972,7516.0,57043.0
40.0,32292.0,3.0,1.5567921491184062,5105.0,42296.0
49.0,26374.0,4.0,1.4660469123855562,5767.0,52470.0
32.0,30120.0,3.0,1.6293120764446143,5568.0,41788.0
44.0,28644.0,3.0,1.3609747200897566,4504.0,46067.0
30.0,35726.0,3.0,1.5021743704011872,4293.0,44813.0
38.0,25317.0,3.0,1.4561149811161993,5528.0,41841.0
52.0,20737.0,4.0,1.6462169430475202,6515.0,50434.0
41.0,21906.0,3.0,1.6383855611447529,4475.0,34762.0
48.0,19220.0,3.0,1.4792532273650305,3844.0,31740.0
46.0,35297.0,3.0,1.6145859107691491,5945.0,48714.0
45.0,24748.0,4.0,1.6579380414008094,4080.0,45244.0
57.0,23439.0,3.0,1.612360407868348,3397.0,33860.0
31.0,23133.0,3.0,1.5166106964717085,6833.0,44659.0
35.0,31553.0,2.0,1.4673658528423896,7598.0,44725.0
35.0,35292.0,3.0,1.6805928842073654,4654.0,48772.0
42.0,33732.0,3.0,1.4860271935111675,6192.0,52774.0
37.0,24493.0,2.0,1.6093162536545127,4518.0,27432.0
42.0,32374.0,4.0,1.5465471498670835,7716.0,63532.0
44.0,33973.0,4.0,1.6322800730576283,3896.0,49410.0
54.0,28442.0,2.0,1.4716868891891381,5559.0,43042.0
39.0,32838.0,2.0,1.4112642139533365,5643.0,36964.0
32.0,27045.0,3.0,1.537394838782522,3185.0,36871.0
53.0,30624.0,3.0,1.446596891195137,2694.0,37792.0
42.0,28012.0,3.0,1.6948958063884776,4616.0,37841.0
45.0,26805.0,2.0,1.5855946929693994,6417.0,40096.0
34.0,27219.0,2.0,1.5996494116167297,4189.0,31468.0
32.0,29752.0,3.0,1.4653194684544875,5303.0,39766.0
44.0,33977.0,2.0,1.56716916072244,6669.0,41319.0
48.0,20838.0,2.0,1.520234301690829,5360.0,31812.0
44.0,31647.0,2.0,1.5022798275130214,5459.0,42505.0
35.0,26453.0,4.0,1.5571443958467999,4716.0,51593.0
47.0,22573.0,3.0,1.650882241162761,4172.0,35578.0
27.0,31084.0,3.0,1.6649877129642245,8054.0,53321.0
50.0,29519.0,3.0,1.36256584480383,4620.0,41282.0
48.0,32790.0,3.0,1.5892294563110205,4382.0,42296.0
46.0,28990.0,3.0,1.481944761226085,7512.0,55048.0
36.0,22094.0,3.0,1.4891359970069997,3653.0,35660.0
39.0,25800.0,3.0,1.5184654501016344,3981.0,34980.0
53.0,31080.0,1.0,1.542799177235628,4989.0,29076.0
37.0,28819.0,3.0,1.5174279366810894,4888.0,42115.0
47.0,28038.0,3.0,1.6835056197481635,1171.0,33259.0
49.0,23557.0,3.0,1.5726971470950168,5194.0,40580.0
42.0,28940.0,3.0,1.4880984345484836,6121.0,50342.0
36.0,29093.0,4.0,1.5687601982059036,4681.0,48192.0
39.0,29575.0,2.0,1.7073513061508918,4533.0,31759.0
48.0,25592.0,4.0,1.5450655483487075,4807.0,49191.0
38.0,30800.0,1.0,1.669535391597479,3631.0,25891.0
35.0,25431.0,5.0,1.637613673788392,5528.0,53521.0
46.0,42678.0,3.0,1.5112598799989303,4705.0,54249.0
41.0,28311.0,4.0,1.6074608192045587,3530.0,44107.0
42.0,36641.0,2.0,1.4712796436559756,5748.0,45432.0
35.0,18156.0,2.0,1.4987932533553394,6330.0,33631.0
40.0,26187.0,3.0,1.473651443506466,5176.0,40581.0
49.0,39597.0,3.0,1.4704882686716285,6586.0,54187.0
39.0,26263.0,2.0,1.4829944328622766,4285.0,33595.0
35.0,37235.0,3.0,1.4677350695622455,6387.0,53662.0
37.0,26936.0,2.0,1.4330799596851989,5135.0,31933.0
43.0,32098.0,2.0,1.501099120646367,5000.0,34328.0
32.0,35840.0,3.0,1.6186995600524856,7028.0,49665.0
56.0,18829.0,3.0,1.659349272796873,6333.0,39979.0
29.0,28956.0,2.0,1.5598188054944606,4251.0,29450.0
47.0,17525.0,4.0,1.555083379479975,4428.0,38637.0
63.0,27985.0,3.0,1.5790214664197029,7139.0,54804.0
44.0,32788.0,3.0,1.6922366458595723,4868.0,43413.0
41.0,30085.0,3.0,1.573896120096177,5023.0,40876.0
48.0,30903.0,3.0,1.455012652159997,4963.0,43639.0
39.0,28729.0,1.0,1.5858992746772769,4687.0,28381.0
46.0,33531.0,4.0,1.606891017128478,5907.0,55735.0
38.0,34086.0,4.0,1.738001952898267,3953.0,48615.0
41.0,35252.0,1.0,1.8168845570080077,5071.0,36194.0
37.0,31161.0,2.0,1.5379501714202024,5907.0,38364.0
40.0,31610.0,2.0,1.5654067930686852,6752.0,46754.0
35.0,39421.0,2.0,1.5505093597919548,4883.0,44853.0
34.0,27802.0,3.0,1.5906577895365697,4833.0,37789.0
48.0,33782.0,3.0,1.6241017440497272,7559.0,56071.0
30.0,36748.0,2.0,1.6671824335654337,6156.0,44728.0
44.0,29944.0,3.0,1.5010794570130794,7048.0,51619.0
40.0,34879.0,2.0,1.5619810747141685,3652.0,31749.0
40.0,29475.0,2.0,1.5749740923632984,4522.0,35697.0
47.0,24955.0,4.0,1.593456802543937,4764.0,51756.0
37.0,36329.0,2.0,1.4627694240054334,4398.0,37653.0
29.0,21445.0,4.0,1.5207779012428495,6177.0,45832.0
30.0,29881.0,2.0,1.576172081886228,4157.0,28504.0
37.0,30948.0,3.0,1.6051338326366589,5244.0,46509.0
48.0,31771.0,3.0,1.5493757026644452,6487.0,53513.0
47.0,22740.0,3.0,1.4032918470479248,6065.0,42559.0
46.0,31140.0,3.0,1.4842831794343108,4550.0,43568.0
36.0,35467.0,1.0,1.593005605246466,6078.0,37707.0
40.0,29134.0,3.0,1.5951470006357849,5932.0,47974.0
48.0,28091.0,3.0,1.6668075913790785,4620.0,42931.0
27.0,35421.0,3.0,1.6377625488226095,4003.0,40982.0
46.0,41147.0,2.0,1.6002778860055171,6630.0,53700.0
34.0,31263.0,2.0,1.4555913810658436,6554.0,39194.0
49.0,31083.0,2.0,1.5014870532355182,6148.0,44333.0
33.0,35766.0,3.0,1.5631687547511868,5474.0,47121.0
46.0,22688.0,3.0,1.4545338786686721,4059.0,37080.0
44.0,35859.0,3.0,1.5702835800019928,6194.0,51062.0
32.0,42009.0,2.0,1.6451385927255395,6219.0,46940.0
46.0,28002.0,1.0,1.52614689322238,4733.0,27388.0
40.0,35596.0,3.0,1.6653422922626497,7613.0,56493.0
21.0,32652.0,2.0,1.4660775207505516,3914.0,31063.0
38.0,36854.0,2.0,1.5209736987897822,5173.0,37446.0
43.0,35131.0,3.0,1.6230873436168685,5554.0,47853.0
39.0,31261.0,4.0,1.6215074539142886,5315.0,51585.0
40.0,36060.0,2.0,1.537523729681922,5679.0,44151.0
43.0,25732.0,3.0,1.5287192777897693,4954.0,43179.0
45.0,27356.0,3.0,1.6792240226127393,2594.0,31492.0
49.0,36048.0,3.0,1.6376888118612738,6979.0,60545.0
39.0,26314.0,4.0,1.7344440629626332,4476.0,44200.0
29.0,32929.0,2.0,1.3394621478649984,3529.0,29427.0
40.0,33868.0,2.0,1.6429894350721739,5978.0,43715.0
38.0,22496.0,4.0,1.5536988184293579,6831.0,48066.0
37.0,21649.0,3.0,1.500796798796906,4527.0,34925.0
46.0,30296.0,3.0,1.5877667831063755,6131.0,47827.0
51.0,19771.0,1.0,1.6150249519176672,6130.0,21883.0
40.0,26572.0,3.0,1.6573118236797053,6056.0,48497.0
50.0,38181.0,1.0,1.629146386296444,3610.0,33146.0
40.0,18103.0,3.0,1.5528064370547292,5729.0,35381.0
42.0,31948.0,2.0,1.342793424486318,3104.0,32254.0
42.0,32900.0,3.0,1.4940191297997532,4830.0,46038.0
48.0,37172.0,3.0,1.8186235903550334,5870.0,55093.0
39.0,22962.0,3.0,1.543395987186746,4479.0,39342.0
35.0,28694.0,4.0,1.6086187313331934,3173.0,42047.0
44.0,30370.0,4.0,1.5460659577684583,3645.0,51512.0
47.0,24360.0,4.0,1.4663609274950267,5861.0,47950.0
43.0,26241.0,3.0,1.4076574215649318,6371.0,44731.0
44.0,27916.0,3.0,1.5065019228551568,6338.0,45767.0
48.0,21711.0,3.0,1.6229824709064884,4345.0,36815.0
44.0,36929.0,2.0,1.5165216300987867,5517.0,44457.0
43.0,26833.0,2.0,1.5412428615697025,5616.0,37382.0
45.0,27256.0,3.0,1.53448406487992,7270.0,51307.0
32.0,27336.0,3.0,1.5626202312660256,3902.0,36924.0
48.0,25966.0,3.0,1.45639118576862,6704.0,48261.0
39.0,38832.0,3.0,1.4327626089532555,6328.0,56173.0
43.0,23994.0,1.0,1.6022694933290926,4739.0,22272.0
41.0,30256.0,2.0,1.4641335245503477,7082.0,41724.0
36.0,27070.0,4.0,1.6592855843486283,4609.0,47853.0
41.0,23629.0,3.0,1.5332995974176138,6576.0,45376.0
42.0,28764.0,2.0,1.5037397139959712,4574.0,37892.0
41.0,22891.0,2.0,1.4876368963839106,3383.0,23919.0
43.0,29655.0,1.0,1.6669500218356794,3888.0,24786.0
30.0,26790.0,2.0,1.5223854160404602,5115.0,34860.0
47.0,20732.0,3.0,1.5051908059819537,5545.0,36157.0
50.0,27048.0,3.0,1.528528454556883,4250.0,39110.0
47.0,29843.0,2.0,1.4481717127046636,5867.0,43508.0
33.0,29802.0,3.0,1.74729908115463,5595.0,45016.0
43.0,32276.0,1.0,1.4717005138104198,7832.0,43192.0
46.0,24025.0,4.0,1.7013362358486877,5352.0,48310.0
34.0,30965.0,2.0,1.450771668424547,4686.0,34007.0
44.0,41059.0,3.0,1.5319606126322556,5730.0,55263.0
39.0,34970.0,4.0,1.5376734967180352,4702.0,52898.0
26.0,27111.0,2.0,1.5579734680030826,3538.0,30226.0
34.0,38593.0,3.0,1.4616604816586332,4698.0,49638.0
36.0,26196.0,3.0,1.5007908669139378,3963.0,36984.0
46.0,21349.0,3.0,1.3955218409154382,5605.0,44124.0
37.0,28580.0,3.0,1.558462689366225,4505.0,38908.0
29.0,40138.0,2.0,1.4849589984110276,6388.0,45798.0
37.0,34767.0,1.0,1.5026764257040197,1630.0,23092.0
48.0,34527.0,3.0,1.5522259925183164,3317.0,41790.0
43.0,32612.0,3.0,1.5682090976435235,4029.0,47063.0
40.0,22675.0,1.0,1.5197173737574907,4115.0,22899.0
42.0,31264.0,3.0,1.3871096165112171,4865.0,43536.0
43.0,42369.0,3.0,1.741527038270055,6377.0,59091.0
43.0,30859.0,2.0,1.4609161792378433,6041.0,41860.0
33.0,25970.0,2.0,1.5667956251007915,3889.0,29946.0
42.0,26879.0,2.0,1.4658286953092698,8080.0,43388.0
36.0,37237.0,2.0,1.6321741707431892,6776.0,49934.0
49.0,35153.0,4.0,1.5343499496842812,5790.0,59542.0
38.0,33658.0,2.0,1.4821403678166944,7029.0,41928.0
38.0,31975.0,3.0,1.3728792089594029,4261.0,41971.0
55.0,28892.0,2.0,1.370908623984567,5509.0,39029.0
41.0,22528.0,4.0,1.436309483129487,5130.0,45027.0
41.0,30869.0,2.0,1.66005078557036,5671.0,42948.0
40.0,24828.0,3.0,1.5264614150056888,3719.0,39066.0
35.0,28967.0,3.0,1.5998094549825552,7724.0,54409.0
39.0,25578.0,3.0,1.451746395942826,6740.0,47329.0
43.0,40854.0,3.0,1.6379499451618402,6015.0,56759.0
39.0,32571.0,2.0,1.6773222522990445,4532.0,39071.0
53.0,33580.0,3.0,1.525668746872755,6193.0,50866.0
42.0,27677.0,3.0,1.4469033760699008,5944.0,44386.0
40.0,23540.0,3.0,1.6099355984587524,5559.0,43434.0
49.0,34588.0,3.0,1.5209617440575616,4307.0,44337.0
44.0,30657.0,1.0,1.439767404716815,8443.0,43404.0
52.0,29853.0,2.0,1.5666087925761145,5422.0,41933.0
35.0,31511.0,2.0,1.4921478847751626,6301.0,43768.0
42.0,41083.0,4.0,1.5223147937860335,3840.0,54552.0
34.0,27961.0,3.0,1.564715891368158,5597.0,42539.0
45.0,34346.0,3.0,1.506999039054499,3817.0,48187.0
44.0,32106.0,2.0,1.5754165184521252,5653.0,43112.0
42.0,31210.0,3.0,1.4917415119637358,7202.0,52278.0
42.0,27690.0,3.0,1.461977279039609,6168.0,43663.0
38.0,31028.0,2.0,1.584812094097602,4445.0,34482.0
40.0,31510.0,2.0,1.5620359818336644,3003.0,28712.0
37.0,26364.0,3.0,1.536604938943067,4279.0,42315.0
60.0,30470.0,3.0,1.5949990769254538,4182.0,45178.0
38.0,22178.0,2.0,1.5332015141543547,4630.0,28936.0
35.0,32417.0,3.0,1.5682771383079623,3938.0,39110.0
45.0,33997.0,3.0,1.5231483366530219,4814.0,47213.0
44.0,39530.0,3.0,1.529097290678582,5239.0,52038.0
44.0,29784.0,3.0,1.5087136269160146,5928.0,43749.0
47.0,31638.0,2.0,1.3272499763275258,8122.0,49016.0
41.0,38524.0,3.0,1.4560078642090912,6595.0,56030.0
47.0,28639.0,2.0,1.5256954735335817,7433.0,45246.0
34.0,25678.0,4.0,1.4609201665560452,5043.0,47006.0
41.0,29231.0,2.0,1.5577863714698001,6585.0,39765.0
41.0,25077.0,3.0,1.4999175244007557,5427.0,45211.0
41.0,33130.0,3.0,1.6106086363570706,4554.0,41382.0
41.0,26661.0,4.0,1.4463943633851357,5414.0,48310.0
46.0,26911.0,3.0,1.6224898298484245,5794.0,47795.0
37.0,36361.0,2.0,1.6038943016410534,5393.0,44956.0
46.0,26424.0,4.0,1.487293752827524,5330.0,50217.0
51.0,27968.0,4.0,1.6187033090751308,6286.0,59032.0
42.0,21613.0,2.0,1.6949028492351994,7417.0,35536.0
42.0,31878.0,2.0,1.4893863719439093,6797.0,45954.0
42.0,35524.0,3.0,1.4304465060880764,5738.0,52715.0
31.0,26239.0,3.0,1.4345102055809242,5648.0,40339.0
22.0,29256.0,3.0,1.555310103719333,4477.0,42334.0
44.0,32901.0,2.0,1.386745089557241,6032.0,42537.0
39.0,28562.0,3.0,1.5830673661420944,6228.0,48184.0
48.0,28157.0,2.0,1.714558749363344,4754.0,35483.0
38.0,30057.0,3.0,1.5078287239074035,3246.0,36152.0
56.0,31467.0,3.0,1.416497236972499,7075.0,52681.0
53.0,22761.0,3.0,1.483129000453232,4547.0,40616.0
41.0,30464.0,4.0,1.5120211143612194,3667.0,46669.0
53.0,24831.0,2.0,1.5219697810939055,5625.0,37324.0
41.0,32991.0,3.0,1.5406770245536463,4723.0,43645.0
43.0,29511.0,3.0,1.6610687171067582,5767.0,44674.0
48.0,27125.0,2.0,1.457071575170766,7739.0,45810.0
42.0,32020.0,1.0,1.4780420208973064,5100.0,32882.0
41.0,27167.0,2.0,1.4187136012475983,5494.0,37215.0
38.0,30778.0,3.0,1.5249648720150404,5215.0,45209.0
44.0,30848.0,4.0,1.4420896152109162,6187.0,53571.0
45.0,25185.0,3.0,1.5131487841472124,3139.0,31835.0
37.0,34260.0,2.0,1.5636812839883378,6464.0,45414.0
40.0,21144.0,3.0,1.6475781468423278,4020.0,34491.0
42.0,27426.0,3.0,1.5791784316600395,6076.0,47223.0
47.0,34995.0,3.0,1.462032144967849,6181.0,50263.0
38.0,35415.0,1.0,1.4132734168304304,4405.0,31426.0
39.0,32064.0,2.0,1.5259205616720302,4045.0,36480.0
35.0,19994.0,2.0,1.5900904603515167,4875.0,29315.0
43.0,28883.0,3.0,1.4967725279651256,7454.0,47824.0
35.0,26243.0,2.0,1.6259673145189537,5406.0,37258.0
39.0,25585.0,1.0,1.6134347253525947,7540.0,34788.0
38.0,24526.0,3.0,1.5841647785450836,6150.0,41136.0
48.0,30376.0,3.0,1.4881743424916585,4033.0,41455.0
47.0,34550.0,3.0,1.5879201922937631,5166.0,52247.0
44.0,36499.0,3.0,1.6147929995108945,5365.0,49542.0
31.0,14570.0,3.0,1.4893856392923113,4833.0,27708.0
50.0,30460.0,2.0,1.5904256814955264,5893.0,39929.0
37.0,26942.0,3.0,1.4629685189571426,5271.0,44957.0
46.0,28313.0,2.0,1.5981524369915046,4690.0,31770.0
38.0,29218.0,4.0,1.724991610730925,4740.0,51249.0
44.0,30457.0,3.0,1.6751433907876017,6280.0,48654.0
45.0,21592.0,3.0,1.6177978960334618,3721.0,33671.0
51.0,33087.0,3.0,1.5025176132979918,5075.0,46585.0
38.0,37261.0,2.0,1.5557260508037767,5001.0,43832.0
36.0,30769.0,3.0,1.5682288176700148,7090.0,50610.0
37.0,21632.0,1.0,1.600299079655174,5274.0,24658.0
51.0,19104.0,4.0,1.4792598360854297,5740.0,50750.0
34.0,38863.0,3.0,1.5551553114582415,4150.0,48845.0
41.0,24969.0,2.0,1.4832614504864294,6054.0,36605.0
48.0,28028.0,3.0,1.5909806939178601,4049.0,41768.0
41.0,27571.0,3.0,1.631067813679266,5210.0,42978.0
34.0,31172.0,1.0,1.6712318775534898,5664.0,28898.0
45.0,23672.0,2.0,1.5778566045733686,4301.0,27121.0
37.0,28703.0,2.0,1.4448247665233198,4918.0,36094.0
33.0,16551.0,1.0,1.5857604435863513,6369.0,23616.0
34.0,35565.0,3.0,1.5792279618947158,4161.0,41024.0
37.0,42027.0,2.0,1.6017600432026127,7329.0,51444.0
45.0,36318.0,2.0,1.522154705517004,2187.0,35196.0
47.0,46111.0,2.0,1.5787835811831519,5538.0,55278.0
42.0,34234.0,2.0,1.624800572433991,5746.0,43659.0
50.0,32869.0,0.0,1.5541001794641534,6196.0,29911.0
26.0,28599.0,3.0,1.4913624146110736,5420.0,39504.0
50.0,29361.0,3.0,1.5764621093400581,4624.0,45061.0
40.0,37027.0,2.0,1.553121942435307,3823.0,39061.0
48.0,35491.0,2.0,1.5391023724545692,4291.0,39058.0
46.0,31542.0,3.0,1.4332189185732191,5325.0,45970.0
49.0,26858.0,3.0,1.585331881754112,3591.0,40049.0
46.0,36818.0,2.0,1.5339929778235217,5343.0,43885.0
44.0,23486.0,3.0,1.4358903240724923,7495.0,49678.0
49.0,36018.0,2.0,1.6232036226709807,5005.0,40507.0
33.0,36145.0,2.0,1.5562914402466055,3862.0,38265.0
45.0,33452.0,2.0,1.5529869156066023,4479.0,37186.0
30.0,35842.0,3.0,1.486661894019463,4543.0,48193.0
42.0,40136.0,2.0,1.627411680538332,4106.0,37960.0
33.0,31877.0,2.0,1.6286521046373394,4957.0,39285.0
45.0,35902.0,2.0,1.5801202359324131,4044.0,40063.0
31.0,29730.0,3.0,1.6607792364020946,5411.0,41603.0
44.0,29078.0,4.0,1.5049708975730791,5355.0,51464.0
50.0,27669.0,3.0,1.5481418537740228,7132.0,50962.0
49.0,33488.0,0.0,1.5035723531290535,3680.0,23090.0
25.0,22485.0,4.0,1.6218510780668542,5150.0,41427.0
48.0,35511.0,2.0,1.5187869229172115,6733.0,51055.0
58.0,31210.0,2.0,1.533236131309344,5119.0,38273.0
40.0,32626.0,3.0,1.4870341416397999,3435.0,42890.0
41.0,32855.0,2.0,1.6274679360176507,4571.0,38996.0
41.0,41777.0,3.0,1.6639285822084966,6340.0,54075.0
46.0,23398.0,1.0,1.715198507821589,6752.0,27661.0
38.0,26323.0,3.0,1.5579283354776086,3898.0,34074.0
39.0,35573.0,2.0,1.5028320141754234,6933.0,47028.0
32.0,24414.0,2.0,1.3992043781382382,6657.0,36167.0
27.0,24697.0,2.0,1.5088713651077543,5732.0,29281.0
45.0,43428.0,1.0,1.727926458479148,4774.0,40874.0
41.0,33016.0,4.0,1.610410632879874,6775.0,58125.0
35.0,32692.0,2.0,1.5686524305971339,5176.0,40748.0
44.0,35931.0,5.0,1.5058886671306706,8915.0,76000.0
37.0,38507.0,3.0,1.6441128063220183,5284.0,48486.0
50.0,31441.0,2.0,1.692133357236506,5946.0,40422.0
37.0,23270.0,2.0,1.612725616698354,5320.0,34151.0
46.0,26577.0,3.0,1.5162223565214925,5112.0,40277.0
38.0,26447.0,2.0,1.480372784609029,5299.0,34533.0
43.0,22489.0,3.0,1.6129573662742542,4791.0,41181.0
46.0,28405.0,2.0,1.578537523122085,5710.0,41305.0
47.0,28095.0,2.0,1.4278316835432259,5534.0,37321.0
48.0,29878.0,3.0,1.5771449918389633,2886.0,37400.0
41.0,21092.0,2.0,1.5653516462595287,5821.0,35042.0
49.0,27913.0,2.0,1.4165829006550832,3696.0,29558.0
41.0,29909.0,2.0,1.5646477838173718,3896.0,33110.0
40.0,34416.0,3.0,1.5821397157699972,5639.0,52459.0
28.0,27044.0,3.0,1.5865243690817206,6053.0,44877.0
54.0,36821.0,3.0,1.5862698401474076,4996.0,54119.0
52.0,25788.0,2.0,1.5490650521971439,6339.0,39702.0
36.0,26414.0,2.0,1.5206618733342343,5391.0,37603.0
45.0,32307.0,2.0,1.4560607521503772,3807.0,38414.0
48.0,36749.0,3.0,1.5549011557361618,4847.0,46257.0
37.0,23431.0,3.0,1.4935899130018087,7088.0,42269.0
37.0,38413.0,3.0,1.5693241713320258,6458.0,56136.0
37.0,24979.0,3.0,1.450810141965438,4657.0,39373.0
40.0,29910.0,3.0,1.567399815731483,6931.0,53019.0
37.0,20039.0,2.0,1.5340185621083775,5217.0,27521.0
28.0,26759.0,3.0,1.595715813708431,5832.0,40254.0
43.0,27328.0,3.0,1.4996634201676413,7944.0,48767.0
46.0,32430.0,2.0,1.629622322602634,6696.0,41135.0
42.0,27105.0,2.0,1.5887256582524336,6029.0,39466.0
